Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Filiz Şenyüzlüler, Adil Baykasoglu",Development of web based data-driven recommendation system for house rental via hierarchical fuzzy axiomatic design,2024,Kybernetes,Emerald,https://doi.org/10.1108/k-08-2024-2211,,48,2026-05-27 21:00:15,journal-article,10.1108/k-08-2024-2211,0368-492X,,55,2,1156,1182,0,0.00,0,2,2,"Purpose: In the real estate business, identifying the ideal property for a user poses a difficult task due to the many factors involved in the decision-making process. Moreover, users often struggle to find platforms that facilitate effective communication of their preferences. To tackle this issue, a web-based data-driven recommendation system has been devised for the real estate business. Design/methodology/approach: The process of identifying the most suitable rental property for a user hinges greatly on how the user prioritizes each criterion and the analysis of unstructured data. In this research, a novel recommendation system for house rentals is developed by utilizing the Weighted Hierarchical Fuzzy Axiomatic Design (WFAD) approach. Techniques for extracting pertinent information from unstructured house descriptions are employed. The user’s preferences are captured through an interactive web application equipped with a map feature to highlight key locations. Findings: Data on various available rental properties are gathered using web scraping techniques. The efficacy of the proposed rental house recommendation system is demonstrated through multiple case studies. It is observed that the developed system provides more informed and reliable decisions. Originality/value: First time in the related literature, we applied the weighted fuzzy axiomatic design procedure (WFAD) to the product recommendation problem and developed a comprehensive web-based system for recommending rental houses based on it in the real estate business.",https://www.emerald.com/k/article-pdf/55/2/1156/11202173/k-08-2024-2211en.pdf,
0,"Roja' Putri Cintani, Shafa Aurelia Putri, Desti Fitriati",Application of Data Mining Using Methods K-Means Clustering for Clustering Baby Goods Rental Patterns (Case Study: Baby Kha House Store),2024,Jurnal Riset Informatika,Kresnamedia Publisher,https://doi.org/10.34288/jri.v6i2.265,,140,2026-05-27 21:00:15,journal-article,10.34288/jri.v6i2.265,2656-1735,,6,2,85,94,0,0.00,0,3,2,"A baby item rental business is a practical option for parents who want to fulfill their baby's needs without buying them. Babykhahouse is one of the stores that offer rental services for various kinds of mother, baby, and child equipment. As the volume of data related to rental transactions increases, it is also increasingly difficult to know and understand the rental patterns found at the Babykhahouse store. This research aims to get a rental pattern that can later be a consideration for the store in determining promos and adding stock items. In handling these problems, data mining methods, especially clustering, are applied to group data and classify it based on certain groups. The clustering method used in this research is K-Means Clustering, which generates clusters to find similar rental patterns. In this study, 2 (two) types of clusters were formed, where, based on the 2 (two) clusters, it will be known which products have high and low rental rates. Based on the research, the results are 100 data in cluster 0, or the unsold cluster, and 64 in cluster 1, or the sold cluster. Products included in cluster 1 or in-demand clusters are products with a high level of sales.",https://ejournal.kresnamediapublisher.com/index.php/jri/article/download/265/273,
0,"Arvind Nair -, Aryan Sadvelkar -, Sarvesh Damle -, Neha Kudu -",Revolutionizing Student Accommodation: A MERN-Based Rental System For Seamless Property Management,2024,International Journal For Multidisciplinary Research,International Journal for Multidisciplinary Research (IJFMR),https://doi.org/10.36948/ijfmr.2024.v06i03.19547,,241,2026-05-27 21:00:15,journal-article,10.36948/ijfmr.2024.v06i03.19547,2582-2160,,6,3,,,0,0.00,0,4,2,"This web application facilitates the registration of individual homes or apartments to streamline the process of finding ideal rental properties. Users can conveniently search for their next rental in targeted areas through a user-friendly interface. The platform is designed to cater to diverse real estate needs in India, including property buying, selling, and leasing. It serves as a valuable tool for investment by maintaining a comprehensive database of various properties and agent information. Not only does it assist users in accessing updated property information globally, but it also enables agents to manage and update their listings. The platform alleviates the complexities associated with traditional property search methods by offering a simplified online form, minimizing the need for individual agent communication, appointment scheduling, and time coordination",https://www.ijfmr.com/papers/2024/3/19547.pdf,
0,Priti Ray,Analysis of PG/Flat Rental Website Developed Using PHP/Xampp with Existing PG/Flat Business/Rental Websites,2024,Journal of Electrical Systems,Science Research Society,https://doi.org/10.52783/jes.3970,,302,2026-05-27 21:00:15,journal-article,10.52783/jes.3970,1112-5209,,20,7,2341,2348,0,0.00,0,1,2,"This research paper is like a guide on how to build a website to help people find flats or apartments to rent in big cities.  The paper talks about different tools and methods for website creation. It focuses on a tool called Xampp, which helps you set up a website on your own computer.  The paper explains the concept of a website's life cycle, which basically means the different stages a website goes through from planning to launch and updates.  It also talks about frameworks, which are like pre-made building blocks that can help you develop websites faster. The website this paper discusses is specifically designed to help people find apartments or flats to rent in big cities. The paper dives into a specific technology called PHP, which is like a special coding language used to build websites. It also explains how Xampp helps with using PHP for this website.",https://journal.esrgroups.org/jes/article/download/3970/3064,
0,"Abetranda Saputra Defa Saputra, Moh Muhtarom, Afu Ichsan Pradana",Pengembangan Sistem Informasi Rental Dan Travel Berbasis Web Menggunakan Metode Prototype Pada Rental Sinorowedi,2024,JEKIN - Jurnal Teknik Informatika,Yayasan Rahmatan Fiddunya Wal Akhirah,https://doi.org/10.58794/jekin.v4i3.869,,387,2026-05-27 21:00:15,journal-article,10.58794/jekin.v4i3.869,2809-1353,,4,3,610,624,0,0.00,0,3,2,"Rental Sinorowedi merupakan bisnis yang bergerak dibidang transportasi dengan layanan jasa. Dalam operasionalnya, Rental Sinorowedi mengalami beberapa kendala yang dihadapi. Masalah tersebut berupa pengecekan ketersediaan kendaraan masih manual dengan pelanggan konfirmasi melalui whatsapp, pembuatan laporan administrasi dan pembayarannya pun masih bersifat manual dengan di catat dalam buku setiap bulannya, Proses pencarian data membutuhkan waktu yang lama. Pengembangan sistem informasi rental pada Rental Sinorowedi ini bertujuan untuk membuat pengembangan sistem yang dapat mengatasi permasalahan tersebut, dengan beberapa fitur yang dibutuhkan yaitu kelola data kendaraan, kelola data customer, laporan peminjaman, integrasi data antar pengguna secara real time. Pengembangan sistem menggunakan metode waterfall dan analisa kelemahan sistem menggunakan metode PIECES. Metode perancangan menggunakan UML (Unifield Modeling Language) dengan use case diagram, activity diagram dan class diagram. Pengembangan sistem ini akan dapat membantu dalam pengelolaan rental pada Rental Sinorowedi.",https://rumahjurnal.or.id/index.php/JEKIN/article/download/869/472,
0,"Suryanto Suryanto, Rhian Indradewa, Edi Hamdi, Ketut Sunaryanto",Risk Management Strategy Implementation for Business Plan at Material Handling Rental Services Startup LogisMe,2024,Jurnal Ekonomi Manajemen Sistem Informasi,Yayasan Dharma Indonesia Tercinta (Dinasti),https://doi.org/10.38035/jemsi.v6i1.2941,,469,2026-05-27 21:00:15,journal-article,10.38035/jemsi.v6i1.2941,2686-5238,,6,1,341,349,0,0.00,0,4,2,"PT. LogisMe Berkat Bersama (LBB) is a Limited Liability Company (PT) engaged in the business of providing Business-to-Business (B2B) warehousing and logistics solutions. LogisMe has the tagline ""One Stop Logistics Solutions"" with end-to-end solution coverage starting from the provision of warehousing and logistics operational equipment such as forklifts, material handling and cleaning equipment, provision of spare parts and technicians in order to meet the maintenance needs of these operational equipment, warehouse racking design, warehouse and logistics operational consultant services to the provision of a digital platform for monitoring units rented by customers in real-time. This document outlines the implementation of a risk management strategy for the business plan of LogisMe, a Material Handling Rental Services startup company. The framework adopted is based on the ISO 31000:2018 standard and focuses on integrating risk manage.  the report is returned to the risk mitigation supervisor to be checked that it has met the requirements and stored in the company's cloud repository, disseminated to all employees and company stakeholders. Monitoring is carried out to understand and prevent risks that occur as a strategy to gain a competitive advantage for the company.",https://dinastirev.org/JEMSI/article/download/2941/1710,
0,"Amirah Nur Sabrina, Hella Rizwa Nabila",Annuity in Advance for Rental Properties: Profit and Risk Analysis for Owners of Student Rental Homes Near Campus,2024,International Journal of Quantitative Research and Modeling,Research Collaboration Community (RCC),https://doi.org/10.46336/ijqrm.v5i4.830,,514,2026-05-27 21:00:15,journal-article,10.46336/ijqrm.v5i4.830,2721-477X,,5,4,432,440,0,0.00,0,2,2,"Nowadays, the rental homes business in the area around the campus offers significant profits for its owners, this is due to the large number of students who migrate so they choose to live in rental homess, but on the other hand this can also cause various risks, including fluctuations. Maintenance costs and high occupancy rates. This can make rental homes owners' income unpredictable and make it difficult to create long-term financial goals. Using an upfront annuity model, where the owner receives rental payments at the start of the period, is one way to lower this risk. rental homes owners can guarantee more consistent cash flow and make more accurate income predictions by applying this concept. The aim of this research is to examine how the application of the advance annuity model affects the income and risks of rental homes owners. This study will assess how advance annuities contribute to income stability and reduce the uncertainty that often occurs in rental homes operations by using comprehensive financial techniques. Apart from that, this analysis will also consider various external factors that can influence occupancy levels, such as campus policies and economic conditions. It is hoped that the findings from this research will provide useful insights for rental homes owners in maximizing profits while managing risks more effectively, so that they can adapt to ever-changing market dynamics. Therefore, this strategy can be a smart alternative for rental homes owners in optimizing their business performance around campus.",https://journal.rescollacomm.com/index.php/ijqrm/article/viewFile/830/647,
0,"Kadek Risna Puspita Giri, Ni Kadek Yuni Utami, Ni Made Sri Wahyuni Trisna, Bethovent Molo",Pendekatan Modular Pada Interior Rental Office Di Denpasar,2024,DIVAGATRA - Jurnal Penelitian Mahasiswa Desain,Universitas Komputer Indonesia,https://doi.org/10.34010/divagatra.v4i2.14272,,598,2026-05-27 21:00:15,journal-article,10.34010/divagatra.v4i2.14272,2776-656X,,4,2,251,265,0,0.00,0,4,2,"As development progresses, urban land is becoming increasingly scarce. From these problems, land prices in areas that are considered strategic have increased. One of them is Denpasar City, which is experiencing an increase in population due to urbanization and an increase in the economic sector, resulting in high occupancy demand for office facilities, but cannot be fulfilled due to several factors and the concept of the available offices is still conventional. Meanwhile, office activities today tend to be dynamic and do not require extensive office facilities. Through the design of Rental Office in Denpasar with a modular concept, flexible office needs can be met. The application of the space module system will facilitate the optimization of space that can be adjusted according to the activity needs of users, and is equipped with shared facilities. The method used is the programmatic method, which determines a theme and concept from the existing problems and how to solve the problem itself, resulting in the theme and concept of industrial-modular. The expected result with the presence of this design is that it can help entrepreneurs who want to have an office with affordable rent. For a greater impact, it is expected to trigger a trend of entrepreneurship for the younger generation so that it affects the increase in the people's economy.",https://ojs.unikom.ac.id/index.php/divagatra/article/download/14272/4868,
0,"Ni Made Dara Gina Pratiwi, Ni Kadek Vanya Juliuntari, Putu Windi Agustin, Sindy Aprilia","Prototyping Approach for User Interface Optimization of ""Gowes"" Bicycle Rental Mobile Application",2024,TECHNOVATE: Journal of Information Technology and Strategic Innovation Management,Global Researcher Network,https://doi.org/10.52432/technovate.1.3.2024.127-140,,653,2026-05-27 21:00:15,journal-article,10.52432/technovate.1.3.2024.127-140,3047-2466,,1,3,127,140,0,0.00,0,4,2,"Bali, as one of the world's leading tourist destinations, offers various tourist activities including cycling along the beach. To support these activities, an efficient and user-friendly bicycle rental system is needed. In this research, we developed and optimized the user interface (UI) of the ""Gowes"" bicycle rental mobile application using a prototyping method approach. The prototyping method was chosen because of its ability to create an initial model of the interface which is then tested and refined based on user feedback. The stages in this approach include requirements gathering, initial prototyping, user evaluation and testing, prototype refinement, and final implementation. By involving users in each iteration, developers can ensure that the resulting interface truly matches their needs and preferences. The results show that this approach not only increases user convenience and satisfaction but also reduces the risk of project failure. The implementation of the system using Level 0 Data Flow Diagram (DFD) provides an overview of the data flow and main processes in the application, ensuring that all features and functions run as planned. The ""Gowes"" application is expected to improve tourists' experience in renting bicycles and enjoying the beauty of Bali.",https://www.globalresearcher.net/index.php/technovate/article/download/44/35,
3,"Kenechi Peter Ifeanacho, Idu Robert Egbenta",Application of income capitalization approach for emerging rental income cash flow in Enugu metropolis property market,2023,Property Management,Emerald,https://doi.org/10.1108/pm-05-2022-0037,,485,2026-05-27 21:00:15,journal-article,10.1108/pm-05-2022-0037,0263-7472,,41,3,454,471,3,1.00,2,2,3,Purpose: The purpose of this research is to ascertain the extent to which the income capitalization approach reflects the pattern of emerging rental income in Enugu property market. Design/methodology/approach: The survey research design was used in this study. Data from the field was gathered through a data collection pro forma administered to 40 valuers in Enugu metropolis in the manner of conducting interviews. This study used key valuation details of 54 sampled income generating properties valued by the respondent valuers between 2015 and 2022 using the income capitalization approach. The same sampled properties were then revalued by the researchers using annuity due assumption/formulas of the income capitalization approach. Descriptive and inferential statistics were used to analyze the data. Findings: The study revealed that the income capitalization approach used by most valuers in Enugu does not reflect the property rental income pattern prevailing in Enugu property market where rents are paid in advance. The study further shows that the application of the income capitalization approach for valuation of annually in-advance property rental income cash flow results in a higher capital value of 3.49% in Enugu property market. Research limitations/implications: The limitations to this study are that past valuation done by valuers were used in the analysis instead of actual property sales and a relatively small number of sampled valuers and properties are used in the study The implication of the study is that ordinary annuity assumptions or formulas is inaccurate and not suitable for valuation of income generating property in an emerging market like Nigerian where timing of cash flow is annually in advance. Based on the result of this study it seems that ordinary annuity approach negate the principle of estimating value using income capitalization method by converting future cash flow from income generating property into an estimate of property value. Practical implications: The study advocates the adoption of the use of annuity due formulas in the valuation of income generating properties in Nigeria as its practice standard to avoid undervaluation as this assumption is logical and provides more accurate value due to prevailing lease structure and rent payments patterns in the country. The implication of the study is that the use of ordinary annuity assumptions or formulas is inaccurate and not suitable for the valuation of income generating property in an emerging market like Nigerian where timing of cash flow is annually in advance. Originality/value: This is one of the very few empirical studies carried out in Nigeria to ascertain the extent to which the income capitalization approach used by valuers reflects the rental income pattern that prevails in the Nigeria property market.,https://www.emerald.com/insight/content/doi/10.1108/PM-05-2022-0037/full/html,
2,Ze Li,Boston House Price Prediction Based on Machine Leaning Methods,2023,BCP Business &amp; Management,Boya Century Publishing,https://doi.org/10.54691/bcpbm.v38i.4204,,667,2026-05-27 21:00:15,journal-article,10.54691/bcpbm.v38i.4204,2692-6156,,38,,2883,2887,2,0.67,2,1,3,"A significant part of the U.S. economy is real estate and the housing industry. The level of housing prices influences the market's total price level to some extent. Data from Kaggle website is evaluated by using linear regression, random forest regressor and SVM regressor. There are 505 samples and the relationships between aim price with 13 different features. In terms of accuracy of the prediction, the method random forest is best method to predict house price. However, better model like XGboost could be chosen to improve prediction results.",https://bcpublication.org/index.php/BM/article/download/4204/4095,
1,Rohit Rastogi,Examining Rental House Data With MRL Analysis,2023,"International Journal of Cyber Behavior, Psychology and Learning",IGI Global,https://doi.org/10.4018/ijcbpl.333474,,118,2026-05-27 21:00:15,journal-article,10.4018/ijcbpl.333474,2155-7136,,13,1,1,24,1,0.33,1,1,3,"<p>In today's scenario, we all are surrounded with technologies. As the world is shifting towards technology with great pace, and technology is also showing its efficiency and strength, we must appreciate its power. Now the world is shifting towards digitalization. So, it's also important to think that ideas should lie towards e-business to get full advantage of the system. The housing sector is one of the important fields which must get the support of the technological domains to overcome many challenges. So, there is a requirement to bring a system that can direct the work of renter and customer easier. To bring this idea into the real world, the author's team has come up with the idea of a rental house portal system. This portal is a web application which acts as an e-platform to search flats, apartments, property, etc., with scientific analysis-based data. In this system, the owner provides the details of flats with its features and using ML (machine learning) technology, the price of flat is calculated and the customer can check the availability of flat according to his/her requirement and to provide benefits to both parties. As the details of the flat are available on site, there is no need to explain the features of the house to the owner. Customers also have the benefits of searching for the desired house in less time and at a very reasonable price. Therefore, the rental house system is a very nice step towards the finding of flats online. The present manuscript has new thoughts of prediction of house rent price according to the features provided using statistical techniques and has come as one of the best platforms to search the property at a reasonable price.</p>",https://www.igi-global.com/viewtitle.aspx?TitleId=333474,
1,"Nizam Haqqizar, Tri Wahyu Widyaningsih, Meta Amalya Dewi",Agile Scrum Model for Development of e-Customer Relationship Management to Support Warehouse Rental Services,2023,Jurnal SISKOM-KB (Sistem Komputer dan Kecerdasan Buatan),Tanri Abeng University,https://doi.org/10.47970/siskom-kb.v6i2.374,,617,2026-05-27 21:00:15,journal-article,10.47970/siskom-kb.v6i2.374,2621-2927,,6,2,118,124,1,0.33,0,3,3,"Abstract— Penggunaan Customer Relationship Management (CRM) sebagai strategi peningkatan layanan, khususnya bagi perusahaan logistik yang berorien-tasi pada pelanggan untuk memberikan kemudahan kepada tim penjualan dalam mengelola data klien dan aktivitas tim penjualan, karena saat ini tidak ada catatan detail klien dan aktivitas penjualan tim, ditambah in-formasi sarana dan prasarana unit yang terbatas sehingga menyulitkan tim penjualan dalam menawarkan produk. Makalah ini disajikan sebagai analisis kebutuhan pengembangan CRM berbasis web dengan menggunakan pendekatan Scrum. Scum dipilih karena mudah beradap-tasi dengan perubahan. Pembangunan aplikasi ini menggunakan bahasa pemrograman PHP, framework YII 1.1, JavaScript, HTML, CSS, dan MySQL sebagai database, template bootstrap digunakan untuk memper-cantik tampilan. Hasil perancangan ZEUS CRM ini dapat memberikan layanan sewa gudang yang mudah kepada klien.",https://jurnal.tau.ac.id/index.php/siskom-kb/article/download/374/298,
0,"Farhan Ibnu Al Hanif, Romi Bhakti Hartarto, Ibnu Hajar",The Effect of Campus Existence on Boarding House Rental Prices: A Case Study of Universitas Muhammadiyah Yogyakarta,2023,Journal of Economics Research and Social Sciences,Universitas Muhammadiyah Yogyakarta,https://doi.org/10.18196/jerss.v7i2.19225,,119,2026-05-27 21:00:15,journal-article,10.18196/jerss.v7i2.19225,2723-5327,,7,2,231,239,0,0.00,0,3,3,"The establishment of the Universitas Muhammadiyah Yogyakarta (UMY) campus has acted as a catalyst for economic expansion in the local neighborhoods, particularly evident in the real estate sector, characterized by the proliferation of boarding houses. This study endeavors to comprehensively examine the impact of the presence of Universitas Muhammadiyah Yogyakarta on the rental rates of boarding houses. The research's primary objective is to make a valuable contribution to the domain of property economics, utilizing secondary data derived from online platforms specializing in boarding house listings, notably Mamikos. A dataset encompassing 200 entries was gathered from the Mamikos website, encompassing variables such as boarding house rental fees, the proximity of the boarding houses to UMY, room dimensions, available facilities, and the categorization of boarding houses based on gender. The analysis of the dataset employs a multiple regression model, applying the Ordinary Least Square (OLS) technique. The findings derived from this study underscore several significant observations. Notably, the distance between the boarding house and the UMY campus displays a significant and, negative correlation with boarding house prices. This indicates that the rental rates of boarding houses tend to be higher the closer they are situated to the UMY campus. Conversely, factors such as room size and provided facilities exhibit a positive and considerable influence on the boarding house rental rates. Additionally, the study ascertains that gender-based differentiation does not lead to a significant variance in the rental charges between male and female boarding houses. In summary, this research effectively elucidates the intricate relationship between the proximity to UMY, room dimensions, facilities, and the rental pricing of boarding houses, thereby contributing valuable insights to the realm of property economics.",https://journal.umy.ac.id/index.php/jerss/article/viewFile/19225/8554,
0,"Avegail L Monteverde, Joshua James S Maderazo, Keyleen Christine M Cruz, NIcko A Magnaye",Web-Based Rental House Smart Finder using Rapid Application Development basis for Evaluation of ISO 205010,2023,International Journal of Metaverse,E-palli,https://doi.org/10.54536/ijm.v1i1.1464,,155,2026-05-27 21:00:15,journal-article,10.54536/ijm.v1i1.1464,2837-2417,,1,1,1,4,0,0.00,0,4,3,"Businesses including the promotion of rental properties, utilized the advantage of using technologies to attract more clients. Most of them use a website to easily advertised their properties online. Hence, there were lots of existing system developed to find hotels and apartments online, without considering other affordable rental houses, such as boarding houses and bed spacers. Aside from that, people in Bansud and Bongabong Oriental Mindoro, can’t easily find a rental house with the reason of lack of details regarding the location of each rental house and couldn’t find an affordable rental house immediately. From that, A Web-Based Rental House Smart Finder using Rapid Application Development basis for Evaluation of ISO 205010 was developed to assist the clients in finding affordable variations of rental houses such as boarding house, dormitories, hotels and others. The system can also provide necessary information of specific rental house properties and even gave an alternative option by providing near rental property listings using kilometer distance. The system can also accept reservation request from the clients. On the other hand, the Rapid Application Development was used in building the project for quick continuous development and testing during the project’s software development lifecycle. The RAD strategy allows to investigate a working model as in front of schedule as could be normal considering the present situation if the frameworks meet the necessities required, and propose imperative changes. The ISO/IEC 25010 software quality standards were applied in the evaluation to determine the functional suitability, performance efficiency, usability, reliability, security, maintainability and portability of the system. The overall mean of the ISO/IEC 25010 evaluation result was 3.67, which was regarded as very effective, indicating that the evaluators were satisfied by giving positive feedback. Some of the evaluators suggested to have a mobile application for accessibility.",https://journals.e-palli.com/home/index.php/ijm/article/download/1464/624,
0,"Romy, Yunieta A. Nainggolan",Revenue Acceleration by Temporary Rental Pump Option in Plato Platform: Case Study in PT. Prominent Petro,2023,European Journal of Business and Management Research,European Open Science Publishing,https://doi.org/10.24018/ejbmr.2023.8.3.1967,,380,2026-05-27 21:00:15,journal-article,10.24018/ejbmr.2023.8.3.1967,2507-1076,,8,3,136,146,0,0.00,0,2,3,"This article explores the financial analysis and risk assessment of a company called PT. Prominent Petro, which is considering accelerating production in one of its production facilities, Plato Platform, by installing a temporary rental pump while waiting for the completion of a new permanent pump installation. The financial analysis used Capital Budgeting Technique with Discounted Cash Flow method. The risk analysis was performed by using Sensitivity Analysis and Monte Carlo analysis covering two timeframe scenarios of permanent pump installation, On Time Scenario and Delay Scenario. In On-Time Scenario, the results of the analysis showed that the temporary rental pump option would provide higher financial returns to the company, with an estimated NPV of 6.998 million USD, 7.7% higher than the baseline (no rental) option. Sensitivity analysis revealed that the most significant factor affecting the company's financial return was the realization of gas production. Monte Carlo analysis demonstrated that both Rental and No Rental investment proposals were low-risk and robust, with the rental option having higher risk and return. In Delay Scenario, without temporary rental pump, project financial return will decrease from 6.496 million USD to 5.907 million USD, with the discounted payback period delayed from 1.17 years to 1.80 years. However, the utilization of temporary rental pump option either for six- or twelve-months duration will improve the financial return to 6.4 million USD, similar with financial return of baseline option without delay. Furthermore, a decision tree analysis was developed to estimate the expected monetary value for the company. The analysis concluded that the rental pump option provided a better financial return, with an expected monetary value of $6.484 Million. Overall, the findings suggest that the temporary rental pump option give better financial result for the company.",https://www.ejbmr.org/index.php/ejbmr/article/download/1967/1145,
42,Thomas Wainwright,Rental proptech platforms: Changing landlord and tenant power relations in the UK private rental sector?,2022,Environment and Planning A: Economy and Space,SAGE Publications,https://doi.org/10.1177/0308518x221126522,,565,2026-05-27 21:00:15,journal-article,10.1177/0308518x221126522,0308-518X,,55,2,339,358,42,10.50,42,1,4,"The structure of the UK's private rental sector (PRS) is being disrupted by a new series of rental proptech platforms (RPPs). These start-ups are adopting technologies including artificial intelligence and algorithms which draw upon ever broader datasets to automate and mediate the relationships between tenants and landlords. Only recently have researchers turned to examine new RPPs, which are challenging existing processes within the PRS, through their attempts to digitise all aspects of renting, from a tenant's initial search and application, to end-contract management. This paper seeks to provide two contributions: first, to uncover how platform entrepreneur views of ‘ideal’ tenants shape the algorithms and scripts that run within their start-ups, and how they shift to accommodate the demands of external venture capital funding. Second, it seeks to examine how landlords are falling under the gaze of technological surveillance and automated judgements, as well as tenants, to illustrate how fragmented and uneven data topologies create inequalities through automated ordering and judgements.",https://journals.sagepub.com/doi/pdf/10.1177/0308518X221126522,
2,"Mthobisi Nhlabathi, Freddy Marilahimbilu Mgiba, Neo Ligaraba","Social Media Marketing Attributes, Sandton’s Rental Market Brand Image, and the Millennials’ Rental Preference: An Empirical Study",2022,Real Estate Management and Valuation,Walter de Gruyter GmbH,https://doi.org/10.2478/remav-2022-0004,,76,2026-05-27 21:00:15,journal-article,10.2478/remav-2022-0004,2300-5289,,30,1,34,52,2,0.50,1,3,4,"Abstract: A good image of millennials’ residential rental space is an important issue. This image can be impacted by the available telecommunication technology. Social media marketing can, therefore, be an important marketing tool to achieve it. Many studies have shown that a good brand image positively impacts brand preference. This study quantitatively investigated the impact of social media attributes of trendiness, entertainment, customization, information, interaction on Sandton’s rental market’s brand image, and the relationship between this image and millennials’ rental preference. Data were collected from millennials who have lived, live or intend to live in Sandton. Structural equation modeling was employed for data analysis. The findings of the study are that entertainment, customization, and information positively impact Sandton’s image and that trendiness and interactions do not. Also, the image of Sandton’s rental market has a positive influence on the millennials’ preferences as to rental housing. The outcomes will find application for both academics and management practice as will be shown below.",https://reference-global.com/pdf/10.2478/remav-2022-0004,
1,"Diego de Jaureguizar Cervera, Diana C. Pérez-Bustamante Yábar, Javier de Esteban Curiel",Factors affecting short-term rental first price: A revenue management model,2022,Frontiers in Psychology,Frontiers Media SA,https://doi.org/10.3389/fpsyg.2022.994910,,412,2026-05-27 21:00:15,journal-article,10.3389/fpsyg.2022.994910,1664-1078,,13,,,,1,0.25,0,3,4,"The aim of this paper is to conduct a revenue management study, generating a theoretical model that establishes the relationship between the factors of a Short-Term Rental apartment offered on the Airbnb marketplace or similar and its optimal rental price set when the property is first put on the market, considering not only the characteristics defined in the platform listing but also the sociodemographic characteristics of the area in which the apartment is located. The research process was structured in six phases as case study for the technology transfer model. First, research planning was conducted to estimate the time, cost, and suitability of the research topic. Second, the study design was determined to establish a technology transfer model focusing on the theory of mixed revenue management. Third, data collection about the city of Madrid was extracted from two technological databases, namely",https://www.frontiersin.org/articles/10.3389/fpsyg.2022.994910/full,
0,Stefunus Kristianto,Analysis and Rental of Boarding House Information System In Tangerang City,2022,bit-Tech,Komunitas Dosen Indonesia,https://doi.org/10.32877/bt.v5i1.529,,30,2026-05-27 21:00:15,journal-article,10.32877/bt.v5i1.529,2622-2728,,5,1,25,36,0,0.00,0,1,4,"For remote workers, overseas students, who have business outside the city, the need for a boarding house is very important to stay for a long time at an affordable cost. Looking for a boarding house can be done by asking friends, owners of nearby boarding houses or visiting adjacent areas from the area visited, so that the information obtained by kostan seekers is less efficient and effective, this results in a lack of information obtained and not fitting according to the ability of the pocket. The purpose of this system can provide data containing kostan information, which is packaged in detail, complete with the location of the boarding house and available facilities. In building this system using PHP and MySQL. Here using the waterfall methodology, this method of logging runs gradually through having to wait for the completion of the previous stage and walks down from the beginning of the development of the system starting from the planning to the final part of the system development is the maintenance stage. The result is a website that contains available boarding house information to make it easier for customers to choose the boarding house they want, and this website can make customers as boarding house owners can promote or add their boarding houses on this website, on this website can also make rental transactions which makes it easier for customers from outside the city to make transactions anywhere and anytime.",https://jurnal.kdi.or.id/index.php/bt/article/download/529/318,
0,"Muhammad Akram Hamzah, Nur Mustika, Mahmud Mustapa, Ummiati Rahmah",Application of Boarding House Rental Location Search System Based on Android,2022,Ceddi Journal of Information System and Technology (JST),Yayasan Cendekiawan Inovasi Digital Indonesia,https://doi.org/10.56134/jst.v1i2.23,,116,2026-05-27 21:00:15,journal-article,10.56134/jst.v1i2.23,2829-6575,,1,2,30,36,0,0.00,0,4,4,"Boarding houses have become a fairly important need for many people, especially for students studying outside the area who choose boarding houses as temporary housing, and students whose homes may be quite far from the campus where they study by renting boarding houses near their campus so as not to spend a lot of energy and time traveling. The boarding house route search information system has benefits for users who will search for the nearest boarding house from various features such as finding boarding house routes and viewing detailed boarding house information. ease of boarding house owners to manage data allows information to be continuously updated. This study aims to create an android-based boarding house location information system. The research stage starts from the design of a system that has been built using a Use Case Diagram that has three actors including admin, boarding house owner, and tenant/user. Each of these actors has different roles and access rights. At the implementation stage of the system creation process using the android studio application, then the system is tested using the BlackBox method. Based on the results of system tests that have been carried out obtaining good results or in other words the system can run as expected.",https://journal.ceddi.id/index.php/jst/article/download/23/17,
